id,title,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11,genre_12,genre_13,genre_14,genre_15,genre_16,genre_17,genre_18,genre_19,genre_20,genre_21,genre_22,genre_23,genre_24,genre_25,genre_26,genre_27,genre_28,genre_29,genre_30,genre_31,genre_32,genre_33,genre_34,genre_35,genre_36,year_norm,rating_norm,duration_norm
0,Movie_0,0.01994293595127719,0.08041069643280355,0.039705624277294335,0.009085957455275842,0.00683978394029111,0.03173622433716303,0.00500763513371274,0.013644067832098995,0.02635321677016871,0.014536709661062068,6.757366033659238e-05,0.05899029651022447,0.05920727558741184,0.009782064500121644,0.024384733351418067,0.10504109085508079,0.05106337432264256,0.0018424365911224084,0.009561230228289018,0.00929810688864589,0.047330263689677916,0.026942376829586268,0.0032054864066778286,1.4483086814724367e-05,0.0780401909637162,0.004177469895231007,0.014990522662265506,0.01164768616634017,0.05581758909013729,0.015324167169061353,0.048317187675381394,0.03464551682463648,0.0034761256932440065,0.02484234755898155,0.003805433892432076,0.0022097612077667055,0.04871235690160856,0.49333333333333335,0.8924333440485793,0.11666666666666667
1,Movie_1,0.015883718719595152,0.004496710979210662,0.020200450402080027,0.02258917114799891,0.03779253947595383,0.027136778902051444,0.020754136970221448,0.004994426055369738,0.007001429159373113,0.017944156310342598,0.012858189863337366,0.0167863155661952,0.07931597354641456,0.058990477703459575,0.017928950817999355,0.043725153914070336,0.04474042915645627,0.0067099701214144445,0.002095188122458061,0.01594922296602118,0.053724949660342976,0.004059984017521087,0.006690700859628122,0.06361150542655253,0.003515566113957699,0.06313903927038934,0.006808330973602936,0.024348820161305875,0.07703475583563626,0.007493497858559986,0.015221246010433617,0.09143966883326296,0.0069608411678101735,0.005635045227824654,0.029627832577388272,0.047431527463152205,0.015363298642607937,0.02666666666666667,0.5920272268857353,0.6
2,Movie_2,0.004330522068791277,0.03950754868786363,0.0035316668762943445,0.002217782257506013,0.01717279033940024,0.09557320458880475,0.06492559657025006,0.019645326508113455,0.003942655429978516,0.005490127853143195,0.03097143552729487,0.028679875570219702,0.028371082268405002,0.005484642689697975,0.06348115856605979,0.03672653695694423,0.057446388595020104,0.024917787572730814,0.0031350186127619612,0.03737732661531277,0.023174839308515067,0.0002612904849911234,0.0019347288211839459,0.02198247660989746,0.08532353545081932,0.022989947775321574,0.04178465678510358,0.03403920029623784,0.011128814641019506,0.014203352785497206,0.00020410364604946392,0.005590863653065628,0.030517809943552604,0.042245770989867135,0.006364160241555684,0.04763377074523637,0.037692203667493755,0.64,0.5300880101180064,0.18333333333333332
3,Movie_3,0.07379851586884244,0.0412390994116332,0.016277929493725987,0.02061342089477301,0.0019916255646466974,0.06888635598973018,0.050245851521287806,0.018211487333682445,0.007383004027445913,0.022729126141528767,0.01202501304533825,0.021990231400396555,0.011251255303534408,0.00800607547240151,0.011307223465896687,0.04224414847775684,0.040662954535483256,0.007487657918080064,0.00922098664985032,0.014739759837609596,0.010814748177866517,0.008884096374134108,0.016777995060567,0.002270897009857598,0.0005271943653269443,0.004696850239634262,0.07307552952607703,0.0318913555130251,0.016420691848411415,0.002908205689546779,0.1462259467060341,0.04883843549410745,0.07153363529441538,0.018538732902992943,0.007892094532627309,0.004563927322015416,0.03382794158971697,0.32,0.267381939624053,0.016666666666666666
4,Movie_4,0.005568589254046077,0.030343038894401958,0.04422454739984557,0.02758116484952577,0.05221920522782047,0.08652559066717312,0.002783727891781454,0.0040899297839842455,0.00398857160309785,0.011211049604119267,0.02646509782219567,0.019417111253493026,0.019706898180857794,0.03852267316433585,0.005320711135794011,0.004207276239669809,0.005004384633571093,0.06146789569265763,0.015334179520675452,0.031199493991296297,0.07975694361423354,0.006674686433034307,0.0016975410842435606,0.01009968408620637,0.015798314695997087,0.025342667164255244,0.007612633936460529,0.046802186003125176,0.03170516933656419,0.04982477957640076,0.007130767411770643,0.009321279103878458,0.03378066189404909,0.016870379863433673,0.10859467718810366,0.04762348927645353,0.006183002521447593,0.37333333333333335,0.6201605458187531,0.03333333333333333
5,Movie_5,0.0035230968500499973,0.011129740227578485,0.044492608058886045,0.025794565041417538,0.006809048215842052,0.0008105785937419026,0.01996479583310056,0.07789689833714777,0.02385743743713778,0.08503194365042462,0.01819182196534048,0.13014203817364123,0.018871637960343017,0.04884915935189457,0.008977364587070727,0.0019497752357998956,0.03547687012719372,0.0035998690320209917,0.04604402517605253,0.07579861018924432,0.01163995796175051,0.01040816029976669,0.02545985021535702,0.03292558917072008,0.001283306394066485,0.027359820623055378,0.0053575924310872896,0.002344113909710635,0.010451256487145497,0.014843533011921591,0.013942234688708185,0.03564481237614498,0.019897131094393408,0.011689845197433388,0.017569163397685657,0.021968699634698722,0.050003049062426225,0.17333333333333334,0.08577408627625117,0.7055555555555556
6,Movie_6,0.011377076331003601,0.040650338427711055,0.027992951658808253,0.05487808479724967,0.014059726413825831,0.005412265252607479,0.002600867476949397,0.02167171127967134,0.10011494506903079,0.00932239384753211,0.013281986341326667,0.04542164536725169,0.013319368579377273,0.058894234894355725,0.0008133937349552836,0.06117841749945981,0.009148657946356855,0.1049889612034151,0.03938322685421154,0.0445049781752531,0.017120087085182333,0.009579051026650841,0.010416957049668848,0.05785258814402597,0.014926053829303567,8.199085798979903e-05,0.025659077819613622,0.02705005468380497,0.024507473147846053,0.0023591519480533813,0.005563613561162297,0.03943956191174094,0.02372835969395434,0.030805272616886002,0.0020182699319569774,0.02191967059670379,0.007957534945103815,0.7066666666666667,0.019579555933430193,0.8888888888888888
7,Movie_7,0.007581595978079241,0.003708646215221731,0.0031636630044986637,0.00847809583036032,0.04156833769662171,0.02736705115025255,0.023338970909414617,0.01428273749609884,0.008124882666414696,0.027101445248121477,0.05589190201335345,0.019675393962159664,0.0026524810967141245,0.08209046756485054,0.020189438795363508,0.00406235611903849,0.05545507712653131,0.014616119231428713,0.003489869102246571,0.09432783086997784,0.012770304300799989,0.007301580374198669,0.018613002683759077,0.0007646027424158327,0.008532418497302068,0.03212817672389587,0.01248178808146458,0.0006610297536367121,0.009645143336265304,0.09877535376972058,0.03780857332538242,0.028812687660634762,0.0013201404994433942,0.11685820359120258,0.02407217196404099,0.021758173117748723,0.05053028750134072,0.7333333333333333,0.35899635978619965,0.07777777777777778
8,Movie_8,0.03849533375320773,0.05432619366300747,0.004858879278507318,0.027273797398807326,0.057410072309051215,0.012812971032816017,0.00478370939457118,0.006202720202804801,0.005457669648569562,0.01693932253599958,0.028440013471811187,0.0030217119612993225,0.000830062115252002,0.0028398450615065157,0.00969027235822369,0.012806109848977088,0.04583343015309636,0.041607918540278455,0.0035615265551617844,0.019876445535099055,0.03190763290007197,0.056510695104592674,0.015033416346222758,0.011575487254790144,0.01648788662542001,0.017820428402676843,0.02931852664062399,0.1705872182148225,0.03228307752692153,0.030851882866177325,0.023375064787843045,0.013431997881815401,0.05902139689408121,0.005449948539930611,0.044376172561599925,0.04335033191925342,0.0015508307151087728,0.3466666666666667,0.7831023561605043,0.8333333333333334
9,Movie_9,0.017444195202668156,0.0357894045119464,0.024229612340214344,0.012838648149907863,0.00912562716822096,0.0014394685930925195,0.0025944780365044287,0.15291897948564953,0.028560106340469755,0.04534326181435358,0.0004755377341666294,0.003656682091503301,0.014419360180344435,0.053280157115391996,0.010164454872662924,0.006185305625546004,0.05875122909664015,0.06447784858584835,0.1108801813932414,0.0025039762034251233,0.017030733198888443,0.0073949319030626745,0.04679260775640872,0.012322106538823213,0.0071059275286165105,0.047294434063712504,0.018585002896837916,0.0015211533966738634,0.013658037876105983,0.01923882420359348,0.03246449923027989,0.010160312162607434,0.0004373063218356272,0.026242637988217774,0.04909968254871431,0.006772564670119455,0.02880072317370421,0.6266666666666667,0.6579127100998954,0.8777777777777778
10,Movie_10,0.041021093406973096,0.10699020405584973,0.0028633360520085725,0.035840500708710574,0.026195534093387287,0.0057821537870909635,0.019406646869651323,0.00038970014274187657,0.0007308895089549713,0.0005981397928937476,0.016028487740228175,0.023908076588163973,0.00949562379398652,0.022814969438271434,0.020256086685710422,0.010776257822502938,0.01619800206426958,0.02004792517682523,0.01793440710590932,0.0005147625148770599,0.038121052428753285,0.044401722516486594,0.009916460184826968,0.019538638529402047,0.04019161242854917,0.002695798885640372,0.05896770778354001,0.03976105446342378,0.14511925503461942,0.018404760963996594,0.009102789592458515,0.005470194650436964,0.06378516716351552,0.036288788990753676,0.014914467860311486,0.008077381990359745,0.04745034918391887,0.36,0.9707352275789572,0.5111111111111111
11,Movie_11,0.11851281598475279,0.06831842369538803,0.009405205717996907,0.03175712558352268,0.021983500003988177,0.002438105250305195,0.025368975720243814,0.06607815189483457,0.0009825749314974347,0.002994452192293923,0.012165220745508002,0.0002335226579052314,0.00660470247790009,0.06677607419799449,0.006675532704053318,0.03269881410035214,0.03342234261330813,0.006505924240923585,0.03331319844365145,0.004848369630684844,0.036367444018750826,0.09073688175694566,0.012222259661135987,0.002622666913259462,0.002780470089566987,0.03690444548885296,0.02173420997019676,0.0007097544526030697,0.019660156334406435,0.06900723150006736,0.014664731808220258,0.0180468263985666,0.010640725736925932,0.016272830286949192,0.006375507085330852,0.003097917841373389,0.08707290786974363,0.96,0.759786612243531,0.5222222222222223
12,Movie_12,0.020441048782763004,0.012086967002196778,0.008717503602212016,0.04399305551427059,0.010609258579756628,0.046715042803378244,0.007229696748939734,0.018514419084659364,0.055132915441979055,0.06573674961622764,0.09118695345040502,0.023216281243788543,0.04240030716704874,0.018348939595484177,0.0034610282219477693,0.02424190291022998,0.012424160722875199,0.0023102023922591075,0.014332490077554761,0.0134813706594125,0.02842693792037644,0.04949417542906054,0.03169681099209781,0.026375964976249926,0.006062660471592481,0.003818889641013905,0.007150786156729282,0.04347909549405337,0.009379284535208395,0.04947507996875196,0.03636845297808225,0.05322973813955867,0.012723621992929096,0.045597992126247086,0.026019817294262972,0.01102523622426852,0.02509516204212844,0.9733333333333334,0.28127396598854737,0.4444444444444444
