id,title,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11,genre_12,genre_13,genre_14,genre_15,genre_16,genre_17,genre_18,genre_19,genre_20,genre_21,genre_22,genre_23,genre_24,genre_25,genre_26,genre_27,genre_28,genre_29,genre_30,genre_31,genre_32,genre_33,genre_34,genre_35,genre_36,genre_37,genre_38,genre_39,genre_40,genre_41,genre_42,genre_43,genre_44,genre_45,genre_46,year_norm,rating_norm,duration_norm
0,Movie_0,0.02,0.07,0.03,0.01,0.01,0.03,0.0,0.01,0.02,0.01,0.0,0.05,0.05,0.01,0.02,0.09,0.04,0.0,0.01,0.01,0.04,0.02,0.0,0.0,0.07,0.0,0.01,0.01,0.05,0.01,0.04,0.03,0.0,0.02,0.0,0.0,0.04,0.01,0.0,0.02,0.02,0.03,0.02,0.02,0.0,0.01,0.02,0.49,0.89,0.12
1,Movie_1,0.01,0.01,0.07,0.05,0.02,0.04,0.04,0.01,0.0,0.01,0.05,0.0,0.01,0.05,0.0,0.05,0.01,0.02,0.07,0.01,0.01,0.08,0.01,0.0,0.03,0.04,0.01,0.0,0.02,0.0,0.0,0.01,0.05,0.03,0.01,0.0,0.0,0.02,0.02,0.02,0.0,0.03,0.02,0.03,0.01,0.0,0.02,0.03,0.59,0.6
2,Movie_2,0.01,0.0,0.0,0.01,0.05,0.01,0.03,0.02,0.01,0.01,0.0,0.0,0.02,0.03,0.0,0.03,0.02,0.08,0.05,0.02,0.02,0.0,0.08,0.06,0.02,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.05,0.05,0.01,0.01,0.02,0.01,0.01,0.02,0.0,0.0,0.01,0.08,0.04,0.02,0.0,0.64,0.53,0.18
3,Movie_3,0.14,0.05,0.07,0.02,0.01,0.0,0.03,0.0,0.02,0.03,0.02,0.03,0.06,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.02,0.0,0.0,0.0,0.04,0.01,0.02,0.05,0.0,0.0,0.01,0.01,0.02,0.0,0.03,0.02,0.03,0.0,0.01,0.02,0.01,0.07,0.03,0.0,0.0,0.01,0.03,0.32,0.27,0.02
4,Movie_4,0.02,0.01,0.0,0.02,0.06,0.02,0.06,0.01,0.1,0.01,0.04,0.01,0.0,0.03,0.0,0.03,0.06,0.01,0.01,0.02,0.03,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.04,0.01,0.03,0.02,0.04,0.01,0.0,0.0,0.02,0.08,0.01,0.01,0.04,0.01,0.37,0.62,0.03
5,Movie_5,0.05,0.0,0.05,0.01,0.09,0.03,0.04,0.02,0.01,0.01,0.05,0.01,0.0,0.02,0.02,0.02,0.0,0.0,0.03,0.02,0.03,0.0,0.02,0.01,0.01,0.0,0.0,0.01,0.03,0.02,0.02,0.01,0.01,0.02,0.04,0.02,0.0,0.06,0.02,0.0,0.04,0.01,0.0,0.07,0.01,0.01,0.01,0.17,0.09,0.71
6,Movie_6,0.0,0.01,0.02,0.01,0.0,0.01,0.07,0.03,0.02,0.0,0.09,0.02,0.02,0.04,0.03,0.04,0.0,0.02,0.04,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.01,0.03,0.03,0.0,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.02,0.13,0.02,0.02,0.02,0.01,0.04,0.71,0.02,0.89
7,Movie_7,0.0,0.03,0.03,0.0,0.01,0.03,0.02,0.01,0.01,0.0,0.0,0.12,0.02,0.04,0.0,0.0,0.01,0.04,0.01,0.0,0.05,0.05,0.09,0.0,0.01,0.01,0.04,0.01,0.01,0.04,0.01,0.0,0.01,0.01,0.03,0.01,0.0,0.02,0.04,0.01,0.02,0.03,0.08,0.0,0.03,0.02,0.0,0.73,0.36,0.08
8,Movie_8,0.02,0.0,0.0,0.0,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.0,0.03,0.04,0.01,0.02,0.03,0.0,0.05,0.03,0.12,0.01,0.01,0.0,0.05,0.03,0.01,0.01,0.04,0.09,0.05,0.01,0.02,0.02,0.0,0.02,0.05,0.0,0.0,0.01,0.0,0.01,0.05,0.01,0.03,0.35,0.78,0.83
9,Movie_9,0.03,0.01,0.03,0.0,0.03,0.08,0.01,0.0,0.0,0.03,0.02,0.0,0.02,0.06,0.01,0.02,0.01,0.01,0.01,0.0,0.07,0.02,0.01,0.01,0.04,0.01,0.04,0.01,0.02,0.04,0.05,0.07,0.02,0.03,0.01,0.0,0.02,0.01,0.0,0.01,0.01,0.02,0.04,0.03,0.02,0.0,0.0,0.63,0.66,0.88
10,Movie_10,0.0,0.03,0.01,0.03,0.03,0.04,0.01,0.03,0.02,0.01,0.02,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.01,0.01,0.07,0.04,0.0,0.06,0.0,0.01,0.0,0.05,0.03,0.02,0.01,0.01,0.08,0.01,0.01,0.03,0.05,0.01,0.01,0.0,0.01,0.02,0.03,0.01,0.36,0.97,0.51
11,Movie_11,0.0,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.02,0.01,0.01,0.01,0.07,0.03,0.04,0.02,0.0,0.02,0.0,0.03,0.01,0.02,0.01,0.01,0.13,0.07,0.01,0.02,0.0,0.01,0.06,0.0,0.02,0.0,0.01,0.02,0.01,0.04,0.02,0.03,0.01,0.01,0.02,0.05,0.02,0.07,0.01,0.96,0.76,0.52
12,Movie_12,0.01,0.03,0.01,0.06,0.01,0.02,0.0,0.01,0.05,0.01,0.0,0.02,0.04,0.0,0.07,0.0,0.0,0.04,0.01,0.03,0.02,0.06,0.02,0.0,0.02,0.1,0.01,0.0,0.08,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.97,0.28,0.44
13,Movie_13,0.0,0.01,0.01,0.05,0.02,0.01,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.04,0.01,0.07,0.01,0.01,0.0,0.02,0.06,0.0,0.0,0.01,0.02,0.01,0.02,0.02,0.11,0.15,0.08,0.04,0.01,0.01,0.0,0.02,0.03,0.0,0.01,0.02,0.0,0.02,0.97,0.09,0.67
14,Movie_14,0.02,0.01,0.02,0.01,0.0,0.0,0.02,0.08,0.0,0.05,0.01,0.08,0.01,0.09,0.09,0.01,0.05,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.04,0.01,0.02,0.0,0.03,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.03,0.02,0.0,0.02,0.29,0.72,0.84
15,Movie_15,0.0,0.01,0.0,0.05,0.02,0.02,0.03,0.0,0.01,0.02,0.01,0.01,0.0,0.06,0.02,0.0,0.04,0.02,0.03,0.02,0.01,0.06,0.07,0.04,0.0,0.0,0.01,0.01,0.05,0.0,0.01,0.06,0.01,0.04,0.03,0.0,0.02,0.01,0.0,0.06,0.01,0.02,0.0,0.02,0.01,0.01,0.03,0.76,0.68,0.23
